Querylength,domain_token_count,path_token_count,avgdomaintokenlen,longdomaintokenlen,avgpathtokenlen,tld,charcompvowels,charcompace,ldl_url,ldl_domain,ldl_path,ldl_filename,ldl_getArg,dld_url,dld_domain,dld_path,dld_filename,dld_getArg,urlLen,domainlength,pathLength,subDirLen,fileNameLen,this.fileExtLen,ArgLen,pathurlRatio,ArgUrlRatio,argDomanRatio,domainUrlRatio,pathDomainRatio,argPathRatio,executable,isPortEighty,NumberofDotsinURL,ISIpAddressInDomainName,CharacterContinuityRate,LongestVariableValue,URL_DigitCount,host_DigitCount,Directory_DigitCount,File_name_DigitCount,Extension_DigitCount,Query_DigitCount,URL_Letter_Count,host_letter_count,Directory_LetterCount,Filename_LetterCount,Extension_LetterCount,Query_LetterCount,LongestPathTokenLength,Domain_LongestWordLength,Path_LongestWordLength,sub-Directory_LongestWordLength,Arguments_LongestWordLength,URL_sensitiveWord,URLQueries_variable,spcharUrl,delimeter_Domain,delimeter_path,delimeter_Count,NumberRate_URL,NumberRate_Domain,NumberRate_DirectoryName,NumberRate_FileName,NumberRate_Extension,NumberRate_AfterPath,SymbolCount_URL,SymbolCount_Domain,SymbolCount_Directoryname,SymbolCount_FileName,SymbolCount_Extension,SymbolCount_Afterpath,Entropy_URL,Entropy_Domain,Entropy_DirectoryName,Entropy_Filename,Entropy_Extension,Entropy_Afterpath
38,1,0,5,10,3,1,3.868706910280847,1.834318983038429,23.89609468534494,8.276599148933986,4.359809976772397,5.001590622599299,8.519272039045532,3.7836847159175155,8.522182284511254,1.1171601511209834,3.746354925299077,2.7046849363739534,67,19,33,6,16,1,4,0,0,1,0,0.979118079663688,0.2464902890439808,0,1,3,0,0,0.0,16,7,5,3,0,9,63,20.816804088650223,15,7,3,7,4,4,15,6,12,0,1,0.0,0.6445333325525961,6.15592670593205,2,0,0,0,0,0,0,5,0,4,1,0,0,2.4552530488344564,3.6192078586076524,3.3124234925656095,1.9293243087141831,0.2994741279713955,3.1058100621753257
12,1,0,5,1,6,1,6.071978946771845,3.1017663669629263,13.702551040790262,14.753800569410588,13.274164085940388,4.544970130720139,7.868675636611079,11.010785955110439,2.981275050986317,5.367146970814448,7.499640117241625,4.806204298039572,64,18,31,11,7,2,13,0,0,0,0,1.0,0.0,0,1,2,0,1,11.333521415963157,10,2,0,0,0,1,25,4.815153512653921,18,4,4,5,15,11,10,10,8,0,0,3.1500228446919643,0.4312801408766448,4.791680434034646,8,0,0,0,0,0,0,9,2,1,1,0,6,4.612913484475455,1.1502481421658788,3.363017244961358,1.3490350321662385,0.6739488141034462,1.6777368010701346
15,2,10,5,9,3,2,5.228535936050494,1.2263801230637432,24.056731611800448,6.531537641373663,4.790348259256229,6.7754030567930235,11.15968754314294,9.816951740227443,8.287027678294347,7.780851253911859,3.711470505171617,9.494296809945455,91,11,3,0,6,2,30,0,0,0,0,1.0,0.08758562497797605,0,1,3,0,0,5.862970199791771,6,0,0,4,0,0,34,18.85141558995288,13,4,3,7,15,5,22,10,18,0,0,1.2418055529719132,3.9590905906430995,1.918712423356336,4,0,0,0,0,0,0,5,3,2,0,0,0,2.952331415490653,2.8829985507057736,3.338063714184932,1.2136690502763645,0.8090316424580911,3.0567571790881014
0,3,1,5,3,7,1,4.914129828353725,0.7517871470390953,22.725819834438838,12.119178855047007,9.9823166192478,1.9851576823991208,12.054077945997282,10.519865168463987,4.047836307731311,2.5791037159321375,0.0,3.9424439207118156,69,10,35,8,4,2,22,0,0,0,0,1.0,0.1254506599384356,0,1,1,0,0,0.0,2,7,5,4,0,0,50,7.043778440002385,16,0,1,0,6,7,25,5,0,0,1,2.1807283421686128,0.33738484982598715,5.156676416645416,0,0,0,0,0,0,0,5,4,0,0,0,2,2.952768721346986,3.661299383951724,3.902036908263655,2.4823642232937817,1.0369129417031924,3.3601727677621187
0,3,8,4,5,9,1,3.1951382441966665,3.0907538745204235,29.05931752746262,16.560124482795622,8.600151587191807,1.1325390340144574,10.99179583659417,10.142518853962267,7.40676495552316,3.178498741567967,8.509604242092063,6.950535468166757,87,18,19,16,0,5,13,0,0,0,0,1.0,0.31842543023067577,0,1,3,0,1,15.258151991548495,18,0,6,0,2,0,62,9.178304404666353,6,0,4,0,18,12,4,7,24,0,2,3.609252838958483,0.0,3.7989761905957495,14,0,0,0,0,0,0,7,4,6,0,1,5,3.6845179396768275,3.5547061609884505,3.603212190139125,2.792208840492072,1.2794736436124126,3.446006690717341
6,2,1,5,13,5,1,6.430008038163886,1.2975164400287613,23.41481865120513,13.231803711150064,9.80243164708931,6.225054738324911,4.107014749994702,11.036679491800328,5.424102772612535,6.363863070702468,7.386473388767516,5.9489757980750015,53,13,5,15,10,0,19,0,0,0,0,0.0,0.010550019954139872,0,1,2,0,0,0.0,8,1,3,0,1,7,37,14.806962220308339,16,1,0,12,11,5,32,2,0,0,1,0.765384274779866,0.0,3.075232265964772,2,0,0,0,0,0,0,2,5,4,2,1,6,4.107127441674234,2.2681659971400734,3.509412529795796,2.7084241445009827,0.8827017451444854,3.0821560257674188
0,3,3,4,10,6,1,12.051648085454529,2.813081975823046,26.351486322406267,9.905383653706698,13.12057377250199,1.7009878759735728,5.0053607442840615,15.349372902704632,10.697365647716953,6.438854970940818,3.905982677033694,3.724749319668568,45,20,40,4,20,0,1,0,0,0,1,1.0,0.1404048234381208,0,1,2,0,0,0.0,15,4,5,1,0,0,34,18.166100827553617,15,7,0,16,3,1,4,9,0,0,0,3.3284642786249297,1.7593026226954347,10.0,5,0,0,0,0,0,0,2,2,3,0,1,0,3.7632184340021517,2.823766776079276,3.7151888734059137,2.8218387704158254,0.8739118680093266,1.615969769235287
24,3,6,9,13,8,0,5.382564197845832,0.3327265175381142,22.862465545581266,6.597794081730018,9.684916616423106,1.6999695387516303,11.994409029740336,5.281970351659562,4.745776113056563,0.0,0.32444722800654935,3.8952290160325154,55,14,42,1,11,3,7,0,0,0,0,1.0,0.16779194384078266,0,0,2,0,0,4.247817295792153,12,0,5,3,0,2,41,6.23211684159019,19,10,0,0,6,1,25,0,8,0,0,2.575323589581471,2.33645269168313,0.0,5,0,0,0,0,0,0,7,1,2,3,1,3,2.599409938486707,1.478180696879312,1.9227697540669664,2.391662404379927,0.13959342075647352,3.893956743530646
38,2,2,3,14,2,1,4.199344415093673,0.0,25.879574658183127,5.913813470246634,6.324007318869401,7.510268093662663,17.35836650335439,8.63139065799832,6.53583552268435,11.04621909134832,2.241397970263079,7.173283486742033,37,20,24,10,12,3,19,0,0,0,0,0.9537260453765912,0.11037583846889128,0,1,1,0,0,18.0222239215514,5,4,2,4,0,10,31,9.437275611611344,0,0,2,11,15,8,16,10,0,0,2,1.6788262696462226,0.31820280862714634,6.875538577172449,9,0,0,0,0,0,0,5,0,6,2,2,4,3.3069545047473317,3.2477957041036523,1.949206644589956,2.2086268468750223,1.2698672586281756,3.287715867279806
88,2,9,4,5,5,2,1.404274058015679,3.132903736355596,12.27729706059335,8.765344915127434,11.317976825383884,6.57519232995182,10.762077307793776,12.666474515851345,7.819779472678283,6.585660450644994,0.0,2.0924474544502343,70,17,31,14,6,4,25,0,0,0,0,1.0,0.3622830763359437,0,1,2,0,0,22.95468367013152,5,4,0,0,0,4,31,12.487660362506553,5,4,0,17,14,1,11,6,8,0,0,2.0588550279781606,2.278949669635464,1.4119871672385083,8,0,0,0,0,0,0,3,2,7,3,0,3,2.2593137588075027,1.8700029592639058,3.1467588782889897,1.6488514710563797,0.6520510564249796,2.157676469440666
19,1,4,4,14,7,2,2.725037101365693,2.378779865475821,19.26953325733452,7.938997798258275,6.106701649867642,1.2385113726412662,7.9416579376150285,11.923703470911644,3.378123449631354,7.090755987358884,6.835242557853931,7.806917382494064,52,16,32,13,7,2,2,0,0,0,0,1.0,0.3282642776930712,0,0,2,0,0,21.027822473275727,15,6,5,5,0,8,46,11.06816997652143,15,1,3,13,2,7,12,4,7,0,2,2.6908962176261477,1.7415899998425441,4.393586468030188,3,0,0,0,0,0,0,5,0,0,0,0,7,3.6508525406611785,3.678286705672543,3.0616282821226686,2.0919442297746507,1.3735616191148878,2.4485658718892087
53,3,5,8,2,0,1,3.572579532105392,3.3836835998543107,19.76610339063482,7.841359273125603,8.490674034185803,3.142591871175991,11.121702277213878,11.837622213368336,5.781428833719165,4.56937866001395,0.0,4.113684161403272,47,13,41,6,14,1,5,0,0,0,0,1.0,0.4333134270207918,0,1,3,0,0,8.467262095377672,15,5,5,0,0,0,43,16.27016030617594,0,5,0,5,7,1,15,5,7,0,0,1.4643269748735757,0.810519869013911,10.0,5,0,0,0,0,0,0,11,1,0,0,0,1,2.382405930734769,3.7096349164304456,3.6058668908337457,1.4750561302716805,1.658219973927098,3.1618569465061643
0,2,3,3,11,4,0,2.930799519465735,1.2011104986178374,18.537500318388304,9.021059633586267,4.120749175952629,2.28880533216104,4.315892887432858,21.014308862693348,5.200245346130588,0.0,4.860492610440029,6.509469218592921,70,16,31,12,20,3,32,0,0,0,0,1.0,0.1337949637777601,0,1,2,0,0,0.0,0,6,6,0,0,0,72,29.1796380799226,13,10,1,0,9,16,17,5,2,0,0,3.014188950651223,0.7395537162294645,1.1128930155278112,5,0,0,0,0,0,0,3,1,8,1,1,0,2.798399338195382,2.715379911356101,3.214011831528454,1.8083841310111564,0.9060424866534974,3.475848935308779
0,2,6,6,6,8,1,3.9678443309463036,0.8073420462803824,22.663319781900356,9.69325872134294,4.900156317989743,10.328957894121741,16.544715782682317,12.456542096466823,4.4585595497820805,7.0241661837507205,1.4689199566609354,11.535850264674234,37,21,0,22,17,2,11,0,0,0,0,1.0,0.4405055135295804,0,1,1,0,0,13.908530212185585,11,2,4,0,0,10,47,14.0966035426294,16,4,3,9,5,19,8,12,11,0,0,2.4436467566678486,1.1808702264156532,1.8283820355182088,9,0,0,0,0,0,0,3,2,0,7,0,5,3.198399247984345,3.312765558272453,3.6073054541179475,2.462248809306629,0.4883443596170539,2.658426000556609
9,3,9,5,4,8,2,7.556032153614575,4.0410783313113665,23.806277926974506,11.455635842935889,8.154160011308559,7.718031282711825,10.93297072254014,14.5237511850201,4.680830995550281,3.3044359153073413,0.0,5.32723181909219,75,15,50,12,13,6,28,0,0,0,0,1.0,0.0,0,0,0,0,0,24.705737392246135,7,0,0,3,0,4,57,8.324017809188419,7,6,0,10,22,3,13,22,6,0,3,1.7774349258660784,1.877455822153641,3.947458788545199,1,0,0,0,0,0,0,0,1,6,4,2,1,3.4225032805705062,2.869740765563695,2.3280833113071004,2.317535738721354,0.991650693456851,3.5778677851653526
